name,stance,height_in,weight_lb,reach_in,date_of_birth,record,source_url
Drew Pendleton,Orthodox,,,,,,
Dong Huaxiang,Switch,,,61.0,,,
Priya Sharma,Orthodox,,,59.0,,,
Cody Donovan,Orthodox,,,74.0,,,
Nick Penner,Southpaw,,,,,,
Kamal Shalorus,Orthodox,,,68.0,,,
Rob Emerson,Orthodox,,,70.0,,,
Blagoy Ivanov,Southpaw,,,73.0,,,
Acacio Dos Santos,Orthodox,,,79.0,,,
Felipe dos Santos,Orthodox,,,70.0,,,
Lone'er Kavanagh,Orthodox,,,67.0,,,
Manel Kape,Southpaw,,,68.0,,,
Nick Gonzalez,Orthodox,,,,,,
Damion Douglas,Orthodox,,,,,,
Lerryan Douglas,Orthodox,,,72.0,,,
Cam Teague,Orthodox,,,69.0,,,
John Dowdy,Orthodox,,,,,,
Danny Downes,Orthodox,,,72.0,,,
Zhang Tiequan,Orthodox,,,69.0,,,
Edson Drago,Orthodox,,,,,,
Yoshihiro Nakao,Southpaw,,,,,,
Jimmy Drago,Orthodox,,,71.0,,,
Ty Miller,Orthodox,,,77.0,,,
Anthony Drilich,Southpaw,,,65.0,,,
Sean Gauci,Switch,,,64.0,,,
Kyle Driscoll,Orthodox,,,74.0,,,
Dinis Paiva Jr.,Southpaw,,,71.0,,,
Chris Drumm,Orthodox,,,,,,
Hugo Duarte,Orthodox,,,,,,
Antonio Duarte,Orthodox,,,,,,
Albert Rios,Orthodox,,,,,,
Jorge Gurgel,Orthodox,,,69.0,,,
Matthieu Duclos,Orthodox,,,77.0,,,
Jessica Penne,Orthodox,,,67.0,,,
Viktoriia Dudakova,Orthodox,,,67.0,,,
Fatima Kline,Orthodox,,,67.0,,,
Maria Silva,Orthodox,,,64.0,,,
Milana Dudieva,Orthodox,,,,,,
Elizabeth Phillips,Orthodox,,,65.0,,,
Anthony Hamilton,Orthodox,,,76.0,,,
Mike Russow,Orthodox,,,73.0,,,
Jack Duffy,Switch,,,69.0,,,
Nick Piccininni,Orthodox,,,66.0,,,
Alexis Dufresne,Orthodox,,,,,,
Leslie Smith,Orthodox,,,66.0,,,
Peggy Morgan,Orthodox,,,,,,
Adam Fugitt,Southpaw,,,77.0,,,
Brendon Marotte,Orthodox,,,70.0,,,
Kelly Dullanty,Orthodox,,,,,,
Donte Johnson,Southpaw,,,74.0,,,
Denis Tiuliulin,Orthodox,,,77.0,,,
Josh Fremd,Orthodox,,,76.0,,,
Matej Penaz,Southpaw,,,83.0,,,
Danyelle Wolf,Orthodox,,,70.0,,,
Felicia Spencer,Orthodox,,,68.0,,,
Ashlee Evans-Smith,Orthodox,,,67.0,,,
Megan Anderson,Orthodox,,,72.0,,,
Mateusz Rebecki,Southpaw,,,66.0,,,
Jordan Vucenic,Orthodox,,,73.0,,,
Christian Leroy Duncan,Switch,,,79.0,,,
Andrey Pulyaev,Southpaw,,,78.0,,,
Claudio Ribeiro,Orthodox,,,77.0,,,
Per Eklund,Orthodox,,,72.0,,,
Tom Duquesnoy,Orthodox,,,68.0,,,
Terrion Ware,Orthodox,,,71.0,,,
Reuben Duran,Orthodox,,,71.0,,,
Allan Nascimento,Orthodox,,,69.0,,,
Jose Ochoa,Southpaw,,,67.0,,,
Charles Johnson,Switch,,,70.0,,,
Carlos Mota,Orthodox,,,69.0,,,
Muhammad Mokaev,Orthodox,,,70.0,,,
Kiichi Kunimoto,Orthodox,,,71.0,,,
Rilley Dutro,Orthodox,,,,,,
Bill Duvall,Southpaw,,,,,,
Luke Stewart,Orthodox,,,,,,
David Dvorak,Orthodox,,,68.0,,,
Matheus Nicolau,Orthodox,,,66.0,,,
William Macario,Orthodox,,,75.0,,,
Albert Tumenov,Orthodox,,,73.0,,,
Wulijiburen,Orthodox,,,69.0,,,
Teruto Ishihara,Southpaw,,,69.0,,,
Shanelle Dyer,Orthodox,,,65.0,,,
Carol Foro,Orthodox,,,61.0,,,
Ben Earwood,Orthodox,,,,,,
Jorge Oliveira,Orthodox,,,,,,
Travis Lutter,Orthodox,,,75.0,,,
Alex Stiebling,Southpaw,,,,,,
Tom Sauer,Orthodox,,,,,,
Ivan Menjivar,Orthodox,,,64.0,,,
Jared Papazian,Southpaw,,,67.0,,,
Maurice Eazel,Orthodox,,,,,,
Ross Ebanez,Southpaw,,,,,,
Brian Ebersole,Southpaw,,,73.0,,,
James Head,Orthodox,,,73.0,,,
Claude Patrick,Orthodox,,,75.0,,,
Matt Horwich,Orthodox,,,,,,
Roybert Echeverria,Switch,,,67.0,,,
Mark Eddiva,Orthodox,,,68.0,,,
Chad Mendes,Orthodox,,,66.0,,,
Matt Veach,Orthodox,,,,,,
Spencer Fisher,Southpaw,,,68.0,,,
Abdul-Kerim Edilov,Orthodox,,,,,,
Alejandro Perez,Orthodox,,,67.0,,,
Piotr Hallmann,Orthodox,,,71.0,,,
Cody McKenzie,Switch,,,72.0,,,
John Gunderson,Orthodox,,,69.0,,,
Seichi Ikemoto,Orthodox,,,,,,
Deshaun Johnson,Orthodox,,,,,,
Nick Agallar,Orthodox,,,,,,
Eddie Ruiz,Orthodox,,,,,,
Joao Pierini,Switch,,,,,,
Justin Edwards,Orthodox,,,70.0,,,
Jorge Lopez,Orthodox,,,,,,
Carlos Prates,Switch,,,78.0,,,
Dominic Waters,Orthodox,,,79.0,,,
Pawel Pawlak,Orthodox,,,73.0,,,
Don Madge,Southpaw,,,72.0,,,
Austin Tweedy,Orthodox,,,,,,
Tamires Vidal,Orthodox,,,68.0,,,
Ailin Perez,Switch,,,66.0,,,
Ramona Pascual,Southpaw,,,66.0,,,
Tom Egan,Orthodox,,,,,,
John Hathaway,Orthodox,,,75.0,,,
Irina Alekseeva,Orthodox,,,67.0,,,
Jon Olav Einemo,Orthodox,,,,,,
Dave Herman,Orthodox,,,77.0,,,
Samy Schiavo,Orthodox,,,,,,
Evan Elder,Switch,,,72.0,,,
Gauge Young,Orthodox,,,70.0,,,
Darrius Flowers,Orthodox,,,71.0,,,
Genaro Valdez,Orthodox,,,72.0,,,
Preston Parsons,Orthodox,,,71.0,,,
Joao Elias,Southpaw,,,64.0,,,
Ryan Hall,Southpaw,,,70.0,,,
Alexander Volkanovski,Orthodox,,,71.0,,,
Robert Whiteford,Southpaw,,,69.0,,,
Michihiro Omigawa,Orthodox,,,68.0,,,
Jay Hieron,Orthodox,,,75.0,,,
Carlos Eduardo Rocha,Orthodox,,,73.0,,,
James Moontasri,Switch,,,71.0,,,
Val Woodburn,Orthodox,,,74.0,,,
Lisa Ellis,Orthodox,,,,,,
Elisha Ellison,Orthodox,,,78.0,,,
Brando Pericic,Orthodox,,,79.0,,,
David Zawada,Orthodox,,,75.0,,,
Niklas Stolze,Switch,,,74.0,,,
Stefan Sekulic,Southpaw,,,75.0,,,
James Thompson,Orthodox,,,,,,
Matt Foki,Orthodox,,,,,,
Assuerio Silva,Orthodox,,,,,,
Satoshi Ishii,Orthodox,,,,,,
Wagner da Conceicao Martins,Orthodox,,,,,,
Tsuyoshi Kohsaka,Orthodox,,,,,,
Naoya Ogawa,Orthodox,,,,,,
Kevin Randleman,Orthodox,,,,,,
Yuji Nagata,Orthodox,,,,,,
Ilia Topuria,Orthodox,,,69.0,,,
Desmond Green,Southpaw,,,73.0,,,
Kolton Englund,Orthodox,,,69.0,,,
Oliver Enkamp,Switch,,,77.0,,,
Kenny Ento,Orthodox,,,,,,
Mario Rivera,Orthodox,,,,,,
Andy Enz,Orthodox,,,78.0,,,
Marcelo Guimaraes,Orthodox,,,73.0,,,
Clint Hester,Orthodox,,,77.0,,,
Yuji Ephoevi-Ga,Switch,,,75.0,,,
Dom Mar Fan,Orthodox,,,75.0,,,
Josh Epps,Orthodox,,,,,,
JW Wright,Orthodox,,,,,,
Abdellah Er-Ramy,Orthodox,,,74.0,,,
Torrez Finney,Orthodox,,,75.0,,,
Ode Osbourne,Southpaw,,,73.0,,,
Matt Skelton,Orthodox,,,,,,
Konstantin Erokhin,Orthodox,,,,,,
Viktor Pesta,Orthodox,,,77.0,,,
Fernando Padilla,Orthodox,,,76.0,,,
Devonte Smith,Orthodox,,,76.0,,,
Marcin Wrzosek,Orthodox,,,,,,
Bobby Escalante,Orthodox,,,,,,
Raul Sandoval,Orthodox,,,,,,
Eric Esch,Orthodox,,,,,,
Sean O'Haire,Orthodox,,,,,,
Pro Escobedo,Orthodox,,,,,,
Jason Sharp,Orthodox,,,,,,
Dan Lauzon,Orthodox,,,,,,
Juliana Lima,Orthodox,,,65.0,,,
Juan Espino,Orthodox,,,80.0,,,
Alexandr Romanov,Southpaw,,,75.0,,,
Nick Urso,Southpaw,,,66.0,,,
Jesus Aguilar,Orthodox,,,62.0,,,
Achilles Estremadura,Orthodox,,,68.0,,,
Shaun Etchell,Switch,,,68.0,,,
Takeru Uchida,Southpaw,,,68.0,,,
Renee Forte,Orthodox,,,71.0,,,
Edward Faaloloto,Orthodox,,,70.0,,,
Shannon Gugerty,Orthodox,,,71.0,,,
Fred Ettish,Southpaw,,,,,,
Johnny Rhodes,Orthodox,,,,,,
Elise Reed,Orthodox,,,63.0,,,
Waachiim Spiritwolf,Orthodox,,,,,,
Marlon Sims,Orthodox,,,,,,
Isaiah Hill,Orthodox,,,,,,
Hector Ramirez,Orthodox,,,,,,
Jaime Jara,Southpaw,,,,,,
Bryan Pardoe,Orthodox,,,,,,
Veronica Hardy,Southpaw,,,64.0,,,
Mike Grundy,Orthodox,,,72.0,,,
Jonathan Martinez,Southpaw,,,70.0,,,
Chris Ewert,Orthodox,,,75.0,,,
Yuri Panferov,Orthodox,,,72.0,,,
Ethyn Ewing,,,,,,,
Kalindra Faria,Switch,,,,,,
Clint Godfrey,Southpaw,,,,,,
Akitoshi Tamura,Orthodox,,,70.0,,,
Bartosz Fabinski,Orthodox,,,75.0,,,
Emil Meek,Switch,,,74.0,,,
Hector Urbina,Orthodox,,,73.0,,,
Ron Faircloth,Orthodox,,,,,,
Jason Fairn,Orthodox,,,,,,
Andreas Gustafsson,Orthodox,,,73.0,,,
Carlos Leal,Orthodox,,,74.0,,,
Maiquel Falcao,Orthodox,,,,,,
Brodie Farber,Orthodox,,,,,,
Jair Farias,Orthodox,,,76.0,,,
Chance Farrar,Southpaw,,,,,,
Micah Miller,Orthodox,,,,,,
Rico Farrington,Southpaw,,,79.0,,,
Kelly Faszholz,Orthodox,,,,,,
Alex Ricci,Orthodox,,,,,,
JP Felty,Orthodox,,,,,,
John Kuhner,Orthodox,,,,,,
Feng Xiaocan,Southpaw,,,67.0,,,
Arisa Matsuda,Orthodox,,,64.0,,,
Miki Motono,Southpaw,,,63.0,,,
Kiran Singh,Orthodox,,,65.0,,,
Houston Alexander,Orthodox,,,72.0,,,
Seth Petruzelli,Orthodox,,,76.0,,,
Rhadi Ferguson,Orthodox,,,,,,
John Richard,Orthodox,,,,,,
CJ Fernandes,Orthodox,,,,,,
Takafumi Otsuka,Orthodox,,,,,,
Harry Hardwick,Switch,,,71.0,,,
Mohammad Yahya,Switch,,,73.0,,,
Luke Fernandez,Orthodox,,,76.0,,,
Rafael Pergentino,Orthodox,,,76.0,,,
Lucas Fernando,Orthodox,,,80.0,,,
Alexandre Ferreira,Orthodox,,,,,,
Karl Roberson,Southpaw,,,74.0,,,
Gregor Gillespie,Orthodox,,,71.0,,,
Rustam Khabilov,Orthodox,,,73.0,,,
Erisson Ferreira,Orthodox,,,70.0,,,
Brunno Ferreira,Orthodox,,,72.0,,,
Jackson McVey,Southpaw,,,77.0,,,
Leon Aliu,Orthodox,,,74.0,,,
Jim Mullen,Southpaw,,,,,,
Sam Fulton,Orthodox,,,,,,
Cameron VanCamp,Switch,,,74.0,,,
Jae Suk Lim,Orthodox,,,,,,
Scott Fiedler,Orthodox,,,,,,
Ron Fields,Orthodox,,,,,,
Falaniko Vitale,Orthodox,,,,,,
Michal Figlak,Orthodox,,,70.0,,,
Joseph Morales,Switch,,,69.0,,,
Francisco Figueiredo,Southpaw,,,68.0,,,
Jerome Rivera,Southpaw,,,72.0,,,
Pete Sabala,Orthodox,,,,,,
Miguel Linares,Orthodox,,,,,,
Jason Reinhardt,Orthodox,,,,,,
Melvin Manhoef,Orthodox,,,,,,
Jeremy Larsen,Orthodox,,,70.0,,,
Mostapha Al-Turk,Orthodox,,,77.0,,,
Tatsuya Mizuno,Southpaw,,,,,,
Eddie Sanchez,Orthodox,,,74.0,,,
Ibragim Magomedov,Orthodox,,,,,,
Shungo Oyama,Southpaw,,,,,,
Hiromitsu Kanehara,Orthodox,,,,,,
Brady Fink,Orthodox,,,,,,
Robert Valentin,Orthodox,,,77.0,,,
Cam Rowston,Orthodox,,,78.0,,,
Solomon Hutcherson,Southpaw,,,,,,
Nick Fiore,Orthodox,,,72.0,,,
Tabatha Ricci,Orthodox,,,61.0,,,
Kazuyuki Miyata,Orthodox,,,,,,
Nobuhiro Obiya,Orthodox,,,,,,
Hiroyuki Abe,Orthodox,,,,,,
Curt Warburton,Orthodox,,,73.0,,,
Chris Fishgold,Orthodox,,,68.0,,,
Akihiro Gono,Switch,,,68.0,,,
Jeff Joslin,Orthodox,,,,,,
Magomed Mustafaev,Orthodox,,,71.0,,,
Colin Fletcher,Orthodox,,,,,,
Mike Ricci,Southpaw,,,76.0,,,
Matthew Semelsberger,Switch,,,75.0,,,
Nathan Fletcher,Orthodox,,,70.0,,,
Rinya Nakamura,Southpaw,,,68.0,,,
Caolan Loughran,Orthodox,,,68.0,,,
Zygimantas Ramaska,Orthodox,,,71.0,,,
Nate Maness,Orthodox,,,72.0,,,
Nate Smith,Switch,,,69.0,,,
Luke Flores,Southpaw,,,73.0,,,
Jordan Leavitt,Southpaw,,,71.0,,,
Ty Flores,Switch,,,73.0,,,
Alejandro Flores,Orthodox,,,73.0,,,
Bobby McAndrews,Orthodox,,,,,,
Amiran Gogoladze,Switch,,,74.0,,,
Derek Getzel,Orthodox,,,,,,
Mal Foki,Orthodox,,,,,,
Henry Miller,Southpaw,,,,,,
David Martinez,Orthodox,,,67.0,,,
Joey Gomez,Orthodox,,,73.0,,,
Claudionor Fontinelle,Orthodox,,,,,,
Ryan Jensen,Orthodox,,,76.0,,,
Sterling Ford,Orthodox,,,,,,
Brian McLaughlin,Orthodox,,,,,,
Brianna Fortino,Southpaw,,,62.0,,,
Xavier Foupa-Pokam,Open Stance,,,,,,
Brandon Foxworth,Orthodox,,,,,,
Joe Jordan,Orthodox,,,,,,
Glaico Franca Moreira,Orthodox,,,77.0,,,
Felipe Franco,Orthodox,,,76.0,,,
Freddy Vidal,Orthodox,,,80.0,,,
Ken Shamrock,Orthodox,,,72.0,,,
Leo Sylvest,Orthodox,,,,,,
Antony Rea,Orthodox,,,,,,
Yan Pellerin,Orthodox,,,,,,
Dennis Reed,Orthodox,,,,,,
Xavier Franklin,Southpaw,,,66.0,,,
Zoila Frausto,Orthodox,,,,,,
Elisha Helsper,Orthodox,,,,,,
Stephanie Frausto,Orthodox,,,61.0,,,
Luana Pinheiro,Orthodox,,,62.0,,,
Zane Frazier,Orthodox,,,,,,
Cal Worsham,Orthodox,,,,,,
Vernon White,Southpaw,,,,,,
Tedd Williams,Orthodox,,,,,,
Nate Schroeder,Orthodox,,,,,,
Scott Adams,Southpaw,,,,,,
Jason Freeman,Orthodox,,,,,,
Willamy Freire,Orthodox,,,,,,
Waylon Lowe,Southpaw,,,,,,
Patricio Freire,Orthodox,,,67.0,,,
Jeremy Freitag,Orthodox,,,,,,
Anthony Ruiz,Orthodox,,,,,,
Rafael Freitas,Orthodox,,,,,,
Donavon Frelow,Orthodox,,,,,,
Luis Pena,Southpaw,,,75.0,,,
Kay Hansen,Orthodox,,,63.0,,,
Sarah Frota,Southpaw,,,69.0,,,
Maiara Amanajas dos Santos,Southpaw,,,,,,
Daniel Frunza,Orthodox,,,73.0,,,
Vadym Kutsyi,Orthodox,,,71.0,,,
Yoshihiro Takayama,Orthodox,,,,,,
Mark Hall,Orthodox,,,,,,
Sam Adkins,Orthodox,,,,,,
Thomas Ramirez,Sideways,,,,,,
Allen Frye Jr.,Orthodox,,,,,,
Guilherme Pat,Orthodox,,,,,,
Ivan Salaverry,Orthodox,,,,,,
Rodrigo Ruas,Orthodox,,,,,,
Mike Malott,Orthodox,,,73.0,,,
Yusaku Kinoshita,Southpaw,,,71.0,,,
Jesse Fujarczyk,Southpaw,,,,,,
Katsuhisa Fujii,Orthodox,,,,,,
Jin Oh Kim,Orthodox,,,,,,
Masutatsu Yano,Orthodox,,,,,,
Eldari Kurtanidze,Orthodox,,,,,,
Hans Nijman,Switch,,,,,,
Keisuke Fujiwara,Switch,,,,,,
Tomoya Miyashita,Southpaw,,,,,,
Alex Torres,Orthodox,,,,,,
Alex Hunter,Orthodox,,,,,,
Masakatsu Funaki,Southpaw,,,,,,
Kiyoshi Tamura,Southpaw,,,,,,
Ricardo Funch,Southpaw,,,74.0,,,
Katsuaki Furuki,Orthodox,,,,,,
Andy Ologun,Orthodox,,,,,,
James Gabert,Orthodox,,,,,,
Joanna Jedrzejczyk,Orthodox,,,65.0,,,
Tina Lahdemaki,Orthodox,,,,,,
Alavutdin Gadjiev,Orthodox,,,,,,
Ralek Gracie,Orthodox,,,,,,
Bruno Lopes,Orthodox,,,74.0,,,
Brendson Ribeiro,Orthodox,,,81.0,,,
Sheila Gaff,Orthodox,,,,,,
Roman Salazar,Orthodox,,,,,,
Tim Gorman,Southpaw,,,,,,
Brandon Gaines,Orthodox,,,,,,
Trey Houston,Orthodox,,,,,,
Dave Galera,Orthodox,,,,,,
Royston Wee,Orthodox,,,67.0,,,
Zelg Galesic,Orthodox,,,,,,
Taiei Kin,Orthodox,,,,,,
Magomed Sultanakhmedov,Southpaw,,,,,,
Salim Touahri,Orthodox,,,72.0,,,
CM Punk,Orthodox,,,73.0,,,
Tom Gallicchio,Southpaw,,,,,,
Turrell Galloway,Orthodox,,,,,,
Brett Tillis,Orthodox,,,,,,
Eric Galvan,Orthodox,,,,,,
Jeremy Malaterre,Orthodox,,,,,,
Andre Galvao,Orthodox,,,,,,
Jorge Patino,Orthodox,,,,,,
Lucas Gamaza,Orthodox,,,,,,
Shamil Gamzatov,Orthodox,,,76.0,,,
Ryan Gandra,Orthodox,,,74.0,,,
Trent Miller,Orthodox,,,72.0,,,
Ariel Gandulla,Orthodox,,,,,,
Gary Padilla,Orthodox,,,,,,
Sean Gannon,Southpaw,,,,,,
Branden Lee Hinkle,Orthodox,,,,,,
Tommy Gantt,Orthodox,,,76.0,,,
Adam Livingston,Orthodox,,,71.0,,,
Augusto Mendes,Orthodox,,,65.0,,,
Sheldon Westcott,Southpaw,,,71.0,,,
Alex Garcia,Orthodox,,,72.0,,,
Ben Wall,Orthodox,,,,,,
Desmond Torres,Orthodox,,,69.0,,,
Fernie Garcia,Orthodox,,,67.0,,,
Joshua Weems,Orthodox,,,69.0,,,
Rulon Gardner,Orthodox,,,,,,
Azamat Gashimov,Orthodox,,,,,,
Brian Gassaway,Orthodox,,,,,,
Nicholas Musoke,Orthodox,,,75.0,,,
Willie Gates,Orthodox,,,72.0,,,
Phil Harris,Orthodox,,,65.0,,,
Tre'ston Vines,Orthodox,,,79.0,,,
Yura Naito,Orthodox,,,74.0,,,
Greg Velasco,Southpaw,,,70.0,,,
John Hosman,Southpaw,,,,,,
Paul Georgieff,Orthodox,,,,,,
Brian Geraghty,Orthodox,,,,,,
Karine Gevorgyan,Orthodox,,,63.0,,,
Yanis Ghemmouri,Orthodox,,,69.0,,,
Darrel Gholar,Orthodox,,,,,,
Daniel Zellhuber,Switch,,,77.0,,,
Sean Soriano,Orthodox,,,70.0,,,
Carlton Minus,Orthodox,,,75.0,,,
Nick Gibbons,Orthodox,,,,,,
Josh Pulsifer,Orthodox,,,,,,
Lance Gibson,Orthodox,,,,,,
Jermaine Andre,Orthodox,,,,,,
Lee Gibson,Orthodox,,,,,,
Joe Wilk,Orthodox,,,,,,
Chase Gibson,Orthodox,,,72.0,,,
Lance Gibson Jr.,,,,,,,
Joseph Gigliotti,Orthodox,,,,,,
Joey Gilbert,Orthodox,,,,,,
Antonio Braga Neto,Orthodox,,,77.0,,,
Kultar Gill,Orthodox,,,,,,
Jesse Gillespie,Orthodox,,,,,,
Dave Martin,Orthodox,,,,,,
Eric Lawson,Orthodox,,,,,,
Jesse Jones,Orthodox,,,,,,
Jordan Rinaldi,Orthodox,,,72.0,,,
Andrew Holbrook,Southpaw,,,70.0,,,
Jason Gilliam,Orthodox,,,,,,
Krishaun Gilmore,Orthodox,,,,,,
Charles McTorry,Orthodox,,,,,,
Bob Gilstrap,Orthodox,,,,,,
Max Gimenis,Orthodox,,,,,,
Josh Hokit,Orthodox,,,73.0,,,
Eperaim Ginting,Orthodox,,,64.0,,,
Daermisi Zhawupasi,Switch,,,68.0,,,
He-Man Gipson,Orthodox,,,,,,
Anthony Macias,Switch,,,,,,
Joaquim Silva,Southpaw,,,69.0,,,
Mark Godbeer,Orthodox,,,77.0,,,
Dmitry Sosnovskiy,Orthodox,,,77.0,,,
Julia Polastri,Orthodox,,,64.0,,,
Jason Godsey,Orthodox,,,,,,
Carl Malenko,Orthodox,,,,,,
Shimon Smotritsky,Orthodox,,,74.0,,,
Jonny Goh,Orthodox,,,,,,
Mizuki,Orthodox,,,65.0,,,
Emily Whitmire,Orthodox,,,63.0,,,
Miranda Granger,Orthodox,,,68.0,,,
Kali Robbins,Orthodox,,,63.0,,,
Timothy Johnson,Southpaw,,,77.0,,,
Eduarda Moura,Orthodox,,,67.0,,,
Yazmin Jauregui,Orthodox,,,64.0,,,
Marcus Hicks,Southpaw,,,64.0,,,
Noah Thomas,Orthodox,,,,,,
Alan Gomez,Orthodox,,,,,,
Jordan Goodwin,Orthodox,,,,,,
David Gomez,Orthodox,,,,,,
Craig Oxley,Orthodox,,,,,,
Ulysses Gomez,Orthodox,,,,,,
Jose Quinonez,Southpaw,,,69.0,,,
Luis Gomez,Orthodox,,,68.0,,,
Fabio Mello,Southpaw,,,,,,
Ralph Gracie,Orthodox,,,,,,
Robert Ruchala,Switch,,,72.0,,,
Dae Won Kim,Orthodox,,,,,,
Daniel Acacio,Orthodox,,,,,,
Crosley Gracie,Orthodox,,,,,,
Chris Tuchscherer,Orthodox,,,76.0,,,
Josh Hendricks,Southpaw,,,,,,
Justin McCully,Orthodox,,,73.0,,,
Fabiano Scherner,Orthodox,,,,,,
Justin Gonzales,Orthodox,,,72.0,,,
Zach Zane,Southpaw,,,69.0,,,
Fernando Gonzalez,Southpaw,,,68.0,,,
Eddie Mendez,Orthodox,,,,,,
Brendan Seguin,Orthodox,,,,,,
Lewis Gonzalez,Orthodox,,,,,,
Mikey Gonzalez,Orthodox,,,74.0,,,
Erick Gonzalez,Orthodox,,,75.0,,,
Kier Gooch,Orthodox,,,,,,
Adam Schindler,Orthodox,,,,,,
Chance Rencountre,Southpaw,,,75.0,,,
Carlston Harris,Orthodox,,,76.0,,,
Abubakar Nurmagomedov,Orthodox,,,72.0,,,
Lloyd Van Dams,Southpaw,,,,,,
Achmed Labasanov,Orthodox,,,,,,
Yoshiaki Yatsu,Orthodox,,,,,,
Osamu Tachihikari,Orthodox,,,,,,
Andre Roberts,Orthodox,,,,,,
Amir Rahnavardi,Orthodox,,,,,,
Mark Schultz,Orthodox,,,,,,
Paul Herrera,Orthodox,,,,,,
Gerard Gordeau,Orthodox,,,,,,
Teila Tuli,Orthodox,,,,,,
Michel Quinones,Orthodox,,,73.0,,,
Tebaris Gordon,Orthodox,,,,,,
Alex Gorgees,Switch,,,74.0,,,
Chase Gormley,Orthodox,,,,,,
Todd Gouwenberg,Orthodox,,,,,,
Damian Grabowski,Orthodox,,,75.0,,,
Matt Hughes,Switch,,,73.0,,,
Keith Hackney,Sideways,,,,,,
Ron van Clief,Orthodox,,,,,,
Kimo Leopoldo,Orthodox,,,,,,
Remco Pardoel,Southpaw,,,,,,
Minoki Ichihara,Orthodox,,,,,,
Art Jimmerson,Orthodox,,,,,,
Daniel Gracie,Orthodox,,,,,,
Wataru Sakata,Southpaw,,,,,,
Takashi Sugiura,Southpaw,,,,,,
Renzo Gracie,Orthodox,,,,,,
Michiyoshi Ohara,Orthodox,,,,,,
Sanae Kikuta,Orthodox,,,,,,
Rickson Gracie,Switch,,,,,,
Rodrigo Gracie,Orthodox,,,,,,
Yuki Sasaki,Orthodox,,,,,,
Royler Gracie,Southpaw,,,,,,
Yuhi Sano,Orthodox,,,,,,
Kazuhiro Hamanaka,Southpaw,,,,,,
Tokimitsu Ishizawa,Orthodox,,,,,,
Cesar Gracie,Orthodox,,,,,,
Roger Gracie,Orthodox,,,79.0,,,
Muhammed Lawal,Southpaw,,,78.0,,,
Trevor Prangley,Orthodox,,,75.0,,,
Igor Gracie,Orthodox,,,,,,
John Salgado,Orthodox,,,,,,
Luke Riley,Orthodox,,,69.0,,,
Steven Graham,Orthodox,,,,,,
Dmitri Stepanov,Orthodox,,,,,,
Chris Yee,Orthodox,,,,,,
Carlo Prater,Switch,,,72.0,,,
Julio Paulino,Orthodox,,,,,,
Ramon Taveras,Southpaw,,,70.0,,,
Grigory Popov,Switch,,,68.0,,,
Damian Stasiak,Orthodox,,,70.0,,,
Dwight Grant,Switch,,,76.0,,,
Sergey Khandozhko,Orthodox,,,74.0,,,
Carlo Pedersoli Jr.,Southpaw,,,75.0,,,
Tyler Hill,Switch,,,,,,
Saimon Oliveira,Orthodox,,,72.0,,,
Brett Johns,Orthodox,,,71.0,,,
Ray Rodriguez,Orthodox,,,70.0,,,
Shelton Graves,Southpaw,,,76.0,,,
Everett Sims,Southpaw,,,77.0,,,
James Gray,Orthodox,,,,,,
Kevin Gray,Orthodox,,,67.0,,,
Sam Greco,Orthodox,,,,,,
Mauricio Ruffy,Orthodox,,,75.0,,,
James Reese,Orthodox,,,,,,
Charon Spain,Orthodox,,,,,,
Ian Machado Garry,Orthodox,,,74.0,,,
Edson Silva,Orthodox,,,,,,
Zelim Imadaev,Orthodox,,,76.0,,,
Luis Saldana,Orthodox,,,73.0,,,
Maurice Mitchell,Orthodox,,,,,,
Bobby Lashley,Orthodox,,,78.0,,,
Cameron Smotherman,Orthodox,,,69.0,,,
Chuck Grigsby,Orthodox,,,,,,
Rodrigo Gripp de Sousa,Orthodox,,,,,,
Garrett Gross,Orthodox,,,,,,
Jake Rosholt,Orthodox,,,,,,
Chris Price,Southpaw,,,,,,
Claudio Puelles,Southpaw,,,72.0,,,
Davi Ramos,Orthodox,,,70.0,,,
Abner Lloveras,Orthodox,,,,,,
Brendan O'Reilly,Orthodox,,,69.0,,,
Chris Indich,Orthodox,,,,,,
Dale Hartt,Orthodox,,,69.0,,,
Justin James,Orthodox,,,,,,
Joe Martin,Orthodox,,,,,,
Jason Guida,Orthodox,,,,,,
Ronys Torres,Orthodox,,,,,,
Gabe Ruediger,Orthodox,,,,,,
Chris Guillen,Orthodox,,,,,,
Hyun Gyu Lim,Orthodox,,,77.0,,,
Dan Stittgen,Orthodox,,,,,,
Mark Holst,Orthodox,,,,,,
John Gunther,Orthodox,,,72.0,,,
Allan Zuniga,Orthodox,,,70.0,,,
Billy Vaughan,Orthodox,,,,,,
John Halverson,Southpaw,,,,,,
Diego Saraiva,Orthodox,,,,,,
Danny Abbadi,Orthodox,,,,,,
Luis Gurule,Orthodox,,,64.0,,,
Gugun Gusman,Orthodox,,,68.0,,,
Andre Gusmao,Orthodox,,,,,,
Pat Pytlik,Orthodox,,,73.0,,,
Horacio Gutierrez,Orthodox,,,,,,
Vince Morales,Orthodox,,,70.0,,,
Ryan MacDonald,Switch,,,71.0,,,
Mando Gutierrez,Southpaw,,,70.0,,,
Mike Guymon,Orthodox,,,74.0,,,
Yoshiyuki Yoshida,Southpaw,,,70.0,,,
Chelsea Hackett,Switch,,,66.0,,,
