event,fight_date,fighter_a,fighter_b,judge,round_1_a,round_1_b,round_2_a,round_2_b,round_3_a,round_3_b,round_4_a,round_4_b,round_5_a,round_5_b,total_a,total_b,decision_type,winner,card_type,raw_scorecards,source_file
UFC Fight Night: Henderson vs. dos Anjos,2014-08-23,Neil Magny,Alex Garcia,raw_scorecards,,,,,,,,,,,,,Prelims,Neil Magny,Prelims,30-27 | 30-27 | 29-28,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Henderson vs. dos Anjos,2014-08-23,Aaron Phillips,Matt Hobar,raw_scorecards,,,,,,,,,,,,,Prelims,Matt Hobar,Prelims,28-29 | 28-29 | 28-29,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Henderson vs. dos Anjos,2014-08-23,Wilson Reis,Joby Sanchez,raw_scorecards,,,,,,,,,,,,,Early Prelims,Wilson Reis,Early Prelims,29-28 | 29-28 | 29-28,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 177: Dillashaw vs. Soto,2014-08-30,Tony Ferguson,Danny Castillo,raw_scorecards,,,,,,,,,,,,,Main Card,Tony Ferguson,Main Card,29-28 | 28-29 | 29-28,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 177: Dillashaw vs. Soto,2014-08-30,Lorenz Larkin,Derek Brunson,raw_scorecards,,,,,,,,,,,,,Prelims,Derek Brunson,Prelims,27-30 | 27-30 | 27-30,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Souza vs. Mousasi,2014-09-05,Rafael Natal,Chris Camozzi,raw_scorecards,,,,,,,,,,,,,Prelims,Rafael Natal,Prelims,29-28 | 28-29 | 29-28,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Souza vs. Mousasi,2014-09-05,Chris Beal,Tateki Matsuda,raw_scorecards,,,,,,,,,,,,,Prelims,Chris Beal,Prelims,30-27 | 29-28 | 29-28,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Souza vs. Mousasi,2014-09-05,Sean Soriano,Chas Skelly,raw_scorecards,,,,,,,,,,,,,Prelims,Chas Skelly,Prelims,27-30 | 27-30 | 27-30,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Silva vs. Arlovski,2014-09-13,Gleison Tibau,Piotr Hallmann,raw_scorecards,,,,,,,,,,,,,Main Card,Gleison Tibau,Main Card,29-28 | 29-28 | 28-29,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Silva vs. Arlovski,2014-09-13,Leonardo Santos,Efrain Escudero,raw_scorecards,,,,,,,,,,,,,Main Card,Leonardo Santos,Main Card,29-28 | 29-28 | 29-28,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Silva vs. Arlovski,2014-09-13,Iuri Alcantara,Russell Doane,raw_scorecards,,,,,,,,,,,,,Main Card,Iuri Alcantara,Main Card,29-28 | 29-28 | 29-28,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Silva vs. Arlovski,2014-09-13,Francisco Trinaldo,Leandro Silva,raw_scorecards,,,,,,,,,,,,,Prelims,Francisco Trinaldo,Prelims,29-28 | 29-28 | 29-28,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Silva vs. Arlovski,2014-09-13,Paulo Thiago,Sean Spencer,raw_scorecards,,,,,,,,,,,,,Prelims,Sean Spencer,Prelims,27-30 | 27-30 | 27-30,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Hunt vs. Nelson,2014-09-20,Yoshihiro Akiyama,Amir Sadollah,raw_scorecards,,,,,,,,,,,,,Main Card,Yoshihiro Akiyama,Main Card,30-27 | 30-27 | 30-27,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Hunt vs. Nelson,2014-09-20,Miesha Tate,Rin Nakai,raw_scorecards,,,,,,,,,,,,,Main Card,Miesha Tate,Main Card,30-27 | 30-27 | 29-28,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Hunt vs. Nelson,2014-09-20,Richard Walsh,Kiichi Kunimoto,raw_scorecards,,,,,,,,,,,,,Main Card,Kiichi Kunimoto,Main Card,28-29 | 29-28 | 28-29,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Hunt vs. Nelson,2014-09-20,Masanori Kanehara,Alex Caceres,raw_scorecards,,,,,,,,,,,,,Prelims,Masanori Kanehara,Prelims,29-28 | 29-28 | 29-28,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Hunt vs. Nelson,2014-09-20,Kyung Ho Kang,Michinori Tanaka,raw_scorecards,,,,,,,,,,,,,Prelims,Kyung Ho Kang,Prelims,29-28 | 28-29 | 29-28,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Hunt vs. Nelson,2014-09-20,Maximo Blanco,Dan Hooker,raw_scorecards,,,,,,,,,,,,,Prelims,Maximo Blanco,Prelims,29-28 | 29-28 | 29-28,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 178: Johnson vs. Cariaso,2014-09-27,Donald Cerrone,Eddie Alvarez,raw_scorecards,,,,,,,,,,,,,Main Card,Donald Cerrone,Main Card,29-28 | 29-28 | 29-28,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 178: Johnson vs. Cariaso,2014-09-27,Jorge Masvidal,James Krause,raw_scorecards,,,,,,,,,,,,,Prelims,Jorge Masvidal,Prelims,30-27 | 29-28 | 30-27,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 178: Johnson vs. Cariaso,2014-09-27,Patrick Cote,Stephen Thompson,raw_scorecards,,,,,,,,,,,,,Prelims,Stephen Thompson,Prelims,27-30 | 28-29 | 28-29,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 178: Johnson vs. Cariaso,2014-09-27,John Howard,Brian Ebersole,raw_scorecards,,,,,,,,,,,,,Prelims,Brian Ebersole,Prelims,28-29 | 29-28 | 28-29,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 178: Johnson vs. Cariaso,2014-09-27,Jon Tuck,Kevin Lee,raw_scorecards,,,,,,,,,,,,,Early Prelims,Kevin Lee,Early Prelims,26-30 | 26-30 | 26-30,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: MacDonald vs. Saffiedine,2014-10-04,Raphael Assuncao,Bryan Caraway,raw_scorecards,,,,,,,,,,,,,Main Card,Raphael Assuncao,Main Card,30-27 | 30-27 | 30-27,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: MacDonald vs. Saffiedine,2014-10-04,Chad Laprise,Yosdenis Cedeno,raw_scorecards,,,,,,,,,,,,,Main Card,Chad Laprise,Main Card,30-27 | 30-27 | 30-27,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: MacDonald vs. Saffiedine,2014-10-04,Elias Theodorou,Bruno Santos,raw_scorecards,,,,,,,,,,,,,Main Card,Elias Theodorou,Main Card,29-28 | 29-28 | 29-28,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: MacDonald vs. Saffiedine,2014-10-04,Nordine Taleb,Li Jingliang,raw_scorecards,,,,,,,,,,,,,Main Card,Nordine Taleb,Main Card,30-27 | 29-28 | 28-29,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: MacDonald vs. Saffiedine,2014-10-04,Daron Cruickshank,Anthony Njokuani,raw_scorecards,,,,,,,,,,,,,Prelims,Daron Cruickshank,Prelims,30-27 | 30-27 | 30-27,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: MacDonald vs. Saffiedine,2014-10-04,Jason Saggo,Paul Felder,raw_scorecards,,,,,,,,,,,,,Prelims,Paul Felder,Prelims,28-29 | 29-28 | 28-29,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: MacDonald vs. Saffiedine,2014-10-04,Patrick Holohan,Chris Kelades,raw_scorecards,,,,,,,,,,,,,Prelims,Chris Kelades,Prelims,28-29 | 28-29 | 28-29,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 179: Aldo vs. Mendes 2,2014-10-25,José Aldo,Chad Mendes,raw_scorecards,,,,,,,,,,,,,Main Card,José Aldo,Main Card,49-46 | 49-46 | 49-46,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 179: Aldo vs. Mendes 2,2014-10-25,Glover Teixeira,Phil Davis,raw_scorecards,,,,,,,,,,,,,Main Card,Phil Davis,Main Card,27-30 | 27-30 | 27-30,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 179: Aldo vs. Mendes 2,2014-10-25,Darren Elkins,Lucas Martins,raw_scorecards,,,,,,,,,,,,,Main Card,Darren Elkins,Main Card,30-27 | 27-30 | 30-27,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 179: Aldo vs. Mendes 2,2014-10-25,Diego Ferreira,Beneil Dariush,raw_scorecards,,,,,,,,,,,,,Main Card,Beneil Dariush,Main Card,27-30 | 27-30 | 27-30,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 179: Aldo vs. Mendes 2,2014-10-25,Felipe Arantes,Andre Fili,raw_scorecards,,,,,,,,,,,,,Prelims,Andre Fili,Prelims,28-29 | 28-29 | 28-29,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Shogun vs. Saint Preux,2014-11-08,Warlley Alves,Alan Jouban,raw_scorecards,,,,,,,,,,,,,Main Card,Warlley Alves,Main Card,29-28 | 29-28 | 29-28,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Shogun vs. Saint Preux,2014-11-08,Claudio Silva,Leon Edwards,raw_scorecards,,,,,,,,,,,,,Main Card,Claudio Silva,Main Card,29-28 | 29-28 | 28-29,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Shogun vs. Saint Preux,2014-11-08,Dhiego Lima,Jorge de Oliveira,raw_scorecards,,,,,,,,,,,,,Main Card,Dhiego Lima,Main Card,30-27 | 30-27 | 30-27,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Shogun vs. Saint Preux,2014-11-08,Juliana Lima,Nina Nunes,raw_scorecards,,,,,,,,,,,,,Main Card,Juliana Lima,Main Card,29-28 | 29-28 | 29-28,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Shogun vs. Saint Preux,2014-11-08,Diego Rivas,Rodolfo Rubio,raw_scorecards,,,,,,,,,,,,,Prelims,Diego Rivas,Prelims,30-27 | 30-27 | 30-27,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Shogun vs. Saint Preux,2014-11-08,Thomas Almeida,Tim Gorman,raw_scorecards,,,,,,,,,,,,,Prelims,Thomas Almeida,Prelims,29-28 | 30-27 | 30-27,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 180: Werdum vs. Hunt,2014-11-15,Yair Rodriguez,Leonardo Morales,raw_scorecards,,,,,,,,,,,,,Prelims,Yair Rodriguez,Prelims,29-28 | 29-28 | 29-28,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 180: Werdum vs. Hunt,2014-11-15,Alejandro Perez,Jose Quiñonez,raw_scorecards,,,,,,,,,,,,,Prelims,Alejandro Perez,Prelims,28-27 | 29-26 | 29-26,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 180: Werdum vs. Hunt,2014-11-15,Marco Beltran,Marlon Vera,raw_scorecards,,,,,,,,,,,,,Early Prelims,Marco Beltran,Early Prelims,29-28 | 29-28 | 29-28,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Edgar vs. Swanson,2014-11-22,King Green,Edson Barboza,raw_scorecards,,,,,,,,,,,,,Main Card,Edson Barboza,Main Card,27-30 | 27-30 | 27-30,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Edgar vs. Swanson,2014-11-22,Brad Pickett,Chico Camus,raw_scorecards,,,,,,,,,,,,,Main Card,Chico Camus,Main Card,28-29 | 30-27 | 28-29,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Edgar vs. Swanson,2014-11-22,Joseph Benavidez,Dustin Ortiz,raw_scorecards,,,,,,,,,,,,,Main Card,Joseph Benavidez,Main Card,30-27 | 30-27 | 30-27,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Edgar vs. Swanson,2014-11-22,Matt Wiman,Isaac Vallie-Flagg,raw_scorecards,,,,,,,,,,,,,Main Card,Matt Wiman,Main Card,30-27 | 30-27 | 29-28,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Edgar vs. Swanson,2014-11-22,Ruslan Magomedov,Josh Copeland,raw_scorecards,,,,,,,,,,,,,Prelims,Ruslan Magomedov,Prelims,30-27 | 30-27 | 29-28,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Edgar vs. Swanson,2014-11-22,Luke Barnatt,Roger Narvaez,raw_scorecards,,,,,,,,,,,,,Prelims,Roger Narvaez,Prelims,28-29 | 29-28 | 28-29,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Edgar vs. Swanson,2014-11-22,James Vick,Nick Hein,raw_scorecards,,,,,,,,,,,,,Prelims,James Vick,Prelims,29-28 | 29-28 | 30-27,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 181: Hendricks vs. Lawler 2,2014-12-06,Johny Hendricks,Robbie Lawler,raw_scorecards,,,,,,,,,,,,,Main Card,Robbie Lawler,Main Card,46-49 | 48-47 | 47-48,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 181: Hendricks vs. Lawler 2,2014-12-06,Corey Anderson,Justin Jones,raw_scorecards,,,,,,,,,,,,,Prelims,Corey Anderson,Prelims,30-26 | 30-27 | 30-27,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 181: Hendricks vs. Lawler 2,2014-12-06,Sergio Pettis,Matt Hobar,raw_scorecards,,,,,,,,,,,,,Early Prelims,Sergio Pettis,Early Prelims,30-27 | 29-28 | 29-28,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 181: Hendricks vs. Lawler 2,2014-12-06,Alex White,Clay Collard,raw_scorecards,,,,,,,,,,,,,Early Prelims,Clay Collard,Early Prelims,28-29 | 28-29 | 28-29,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
The Ultimate Fighter 20 Finale,2014-12-12,Jeremy Stephens,Charles Oliveira,raw_scorecards,,,,,,,,,,,,,Main Card,Charles Oliveira,Main Card,27-30 | 28-29 | 28-29,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
The Ultimate Fighter 20 Finale,2014-12-12,Jessica Penne,Randa Markos,raw_scorecards,,,,,,,,,,,,,Main Card,Jessica Penne,Main Card,29-28 | 30-27 | 28-29,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
The Ultimate Fighter 20 Finale,2014-12-12,Bec Rawlings,Heather Clark,raw_scorecards,,,,,,,,,,,,,Prelims,Heather Clark,Prelims,28-29 | 28-29 | 28-29,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
The Ultimate Fighter 20 Finale,2014-12-12,Joanne Wood,Seo Hee Ham,raw_scorecards,,,,,,,,,,,,,Prelims,Joanne Wood,Prelims,30-27 | 30-27 | 30-26,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
The Ultimate Fighter 20 Finale,2014-12-12,Tecia Pennington,Angela Magana,raw_scorecards,,,,,,,,,,,,,Prelims,Tecia Pennington,Prelims,30-27 | 30-27 | 30-26,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
The Ultimate Fighter 20 Finale,2014-12-12,Emily Kagan,Angela Hill,raw_scorecards,,,,,,,,,,,,,Early Prelims,Angela Hill,Early Prelims,27-30 | 26-30 | 26-30,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Dos Santos vs. Miocic,2014-12-13,Junior Dos Santos,Stipe Miocic,raw_scorecards,,,,,,,,,,,,,Main Card,Junior Dos Santos,Main Card,49-46 | 49-46 | 48-47,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Dos Santos vs. Miocic,2014-12-13,Rafael Dos Anjos,Nate Diaz,raw_scorecards,,,,,,,,,,,,,Main Card,Rafael Dos Anjos,Main Card,30-26 | 30-26 | 30-27,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Dos Santos vs. Miocic,2014-12-13,Claudia Gadelha,Joanna Jedrzejczyk,raw_scorecards,,,,,,,,,,,,,Prelims,Joanna Jedrzejczyk,Prelims,28-29 | 29-28 | 28-29,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Dos Santos vs. Miocic,2014-12-13,David Michaud,Garett Whiteley,raw_scorecards,,,,,,,,,,,,,Early Prelims,David Michaud,Early Prelims,30-27 | 29-28 | 29-28,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Dos Santos vs. Miocic,2014-12-13,Henry Cejudo,Dustin Kimura,raw_scorecards,,,,,,,,,,,,,Early Prelims,Henry Cejudo,Early Prelims,30-27 | 30-27 | 30-27,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Machida vs. Dollaway,2014-12-20,Patrick Cummins,Antonio Carlos Jr.,raw_scorecards,,,,,,,,,,,,,Main Card,Patrick Cummins,Main Card,30-27 | 30-27 | 30-27,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Machida vs. Dollaway,2014-12-20,Darren Elkins,Hacran Dias,raw_scorecards,,,,,,,,,,,,,Prelims,Hacran Dias,Prelims,27-30 | 28-29 | 28-29,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Machida vs. Dollaway,2014-12-20,Tim Means,Marcio Alexandre Jr.,raw_scorecards,,,,,,,,,,,,,Early Prelims,Tim Means,Early Prelims,29-28 | 28-29 | 29-28,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 182: Jones vs. Cormier,2015-01-03,Jon Jones,Daniel Cormier,raw_scorecards,,,,,,,,,,,,,Main Card,Jon Jones,Main Card,49-46 | 49-46 | 49-46,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 182: Jones vs. Cormier,2015-01-03,Donald Cerrone,Myles Jury,raw_scorecards,,,,,,,,,,,,,Main Card,Donald Cerrone,Main Card,30-27 | 30-27 | 30-27,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 182: Jones vs. Cormier,2015-01-03,Brad Tavares,Nate Marquardt,raw_scorecards,,,,,,,,,,,,,Main Card,Brad Tavares,Main Card,30-27 | 30-27 | 30-27,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 182: Jones vs. Cormier,2015-01-03,Kyoji Horiguchi,Louis Gaudinot,raw_scorecards,,,,,,,,,,,,,Main Card,Kyoji Horiguchi,Main Card,30-27 | 30-27 | 29-28,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 182: Jones vs. Cormier,2015-01-03,Evan Dunham,Rodrigo Damm,raw_scorecards,,,,,,,,,,,,,Prelims,Evan Dunham,Prelims,30-27 | 30-27 | 30-27,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 182: Jones vs. Cormier,2015-01-03,Omari Akhmedov,Mats Nilsson,raw_scorecards,,,,,,,,,,,,,Early Prelims,Omari Akhmedov,Early Prelims,29-28 | 29-28 | 29-28,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 182: Jones vs. Cormier,2015-01-03,Alexis Dufresne,Marion Reneau,raw_scorecards,,,,,,,,,,,,,Early Prelims,Marion Reneau,Early Prelims,26-30 | 26-30 | 25-30,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: McGregor vs. Siver,2015-01-18,Donald Cerrone,Benson Henderson,raw_scorecards,,,,,,,,,,,,,Main Card,Donald Cerrone,Main Card,29-28 | 29-28 | 29-28,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: McGregor vs. Siver,2015-01-18,Norman Parke,Gleison Tibau,raw_scorecards,,,,,,,,,,,,,Main Card,Gleison Tibau,Main Card,28-29 | 29-28 | 28-29,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: McGregor vs. Siver,2015-01-18,Cathal Pendred,Sean Spencer,raw_scorecards,,,,,,,,,,,,,Prelims,Cathal Pendred,Prelims,30-27 | 30-27 | 29-28,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: McGregor vs. Siver,2015-01-18,Lipeng Zhang,Chris Wade,raw_scorecards,,,,,,,,,,,,,Prelims,Chris Wade,Prelims,26-30 | 26-30 | 26-30,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: McGregor vs. Siver,2015-01-18,Patrick Holohan,Shane Howell,raw_scorecards,,,,,,,,,,,,,Prelims,Patrick Holohan,Prelims,30-27 | 30-27 | 30-27,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
